kanji,kana,kana_parsed,kana_romaji,hangul,hangul_parsed,hangul_romaja,kana_initial_medial,kana_final,kana_romaji_initial,kana_romaji_medial,kana_romaji_final,hangul_initial,hangul_medial,hangul_final,hangul_romaja_initial,hangul_romaja_medial,hangul_romaja_final,oldkana,かな(初声),かな(中声),かな(終声),한글(初声),한글(中声),한글(終声)
院,イン,イ-ン,-i-n,원,ㅇᅯㄴ,-wo-n,イ,ン,(none),i,n,ㅇ,ᅯ,ㄴ,(none),wo,n,ゐん,(01) ア行,(10) イ(i),(04) ン (n),(01) ㅇ,(06) ᅯ(wo),(04) ㄴ (n)
一,イツ,イ-ツ,-i-tu,일,ㅇᅵㄹ,-i-l,イ,ツ,(none),i,tu,ㅇ,ᅵ,ㄹ,(none),i,l,,(01) ア行,(10) イ(i),(07) ツ (tu),(01) ㅇ,(16) ᅵ(i),(07) ㄹ (l)
一,イッ,イ-ッ,-i-xtu,일,ㅇᅵㄹ,-i-l,イ,ッ,(none),i,xtu,ㅇ,ᅵ,ㄹ,(none),i,l,,(01) ア行,(10) イ(i),(08) ッ (xtu),(01) ㅇ,(16) ᅵ(i),(07) ㄹ (l)
憶,オク,オ-ク,-o-ku,억,ㅇᅥㄱ,-eo-k,オ,ク,(none),o,ku,ㅇ,ᅥ,ㄱ,(none),eo,k,,(01) ア行,(05) オ(o),(05) ク (ku),(01) ㅇ,(11) ᅥ(eo),(06) ㄱ (k)
屋,オク,オ-ク,-o-ku,옥,ㅇᅩㄱ,-o-k,オ,ク,(none),o,ku,ㅇ,ᅩ,ㄱ,(none),o,k,をく,(01) ア行,(05) オ(o),(05) ク (ku),(01) ㅇ,(05) ᅩ(o),(06) ㄱ (k)
乳,オン,オ-ン,-o-n,유,ㅇᅲ,-yu-,オ,ン,(none),o,n,ㅇ,ᅲ,(none),(none),yu,(none),にゆう,(01) ア行,(05) オ(o),(04) ン (n),(01) ㅇ,(10) ᅲ(yu),(01) (none)
音,オン,オ-ン,-o-n,음,ㅇᅳㅁ,-eu-m,オ,ン,(none),o,n,ㅇ,ᅳ,ㅁ,(none),eu,m,,(01) ア行,(05) オ(o),(04) ン (n),(01) ㅇ,(08) ᅳ(eu),(05) ㅁ (m)
恩,オン,オ-ン,-o-n,은,ㅇᅳㄴ,-eu-n,オ,ン,(none),o,n,ㅇ,ᅳ,ㄴ,(none),eu,n,,(01) ア行,(05) オ(o),(04) ン (n),(01) ㅇ,(08) ᅳ(eu),(04) ㄴ (n)
温,オン,オ-ン,-o-n,온,ㅇᅩㄴ,-o-n,オ,ン,(none),o,n,ㅇ,ᅩ,ㄴ,(none),o,n,をん,(01) ア行,(05) オ(o),(04) ン (n),(01) ㅇ,(05) ᅩ(o),(04) ㄴ (n)
怨,オン,オ-ン,-o-n,원,ㅇᅯㄴ,-wo-n,オ,ン,(none),o,n,ㅇ,ᅯ,ㄴ,(none),wo,n,をん,(01) ア行,(05) オ(o),(04) ン (n),(01) ㅇ,(06) ᅯ(wo),(04) ㄴ (n)
遠,オン,オ-ン,-o-n,원,ㅇᅯㄴ,-wo-n,オ,ン,(none),o,n,ㅇ,ᅯ,ㄴ,(none),wo,n,をん,(01) ア行,(05) オ(o),(04) ン (n),(01) ㅇ,(06) ᅯ(wo),(04) ㄴ (n)
乙,オツ,オ-ツ,-o-tu,을,ㅇᅳㄹ,-eu-l,オ,ツ,(none),o,tu,ㅇ,ᅳ,ㄹ,(none),eu,l,,(01) ア行,(05) オ(o),(07) ツ (tu),(01) ㅇ,(08) ᅳ(eu),(07) ㄹ (l)
奥,オウ,オ-ウ,-o-u,오,ㅇᅩ,-o-,オ,ウ,(none),o,u,ㅇ,ᅩ,(none),(none),o,(none),あう,(01) ア行,(05) オ(o),(02) ウ (u),(01) ㅇ,(05) ᅩ(o),(01) (none)
嘔,オウ,オ-ウ,-o-u,구,ㄱᅮ,g-u-,オ,ウ,(none),o,u,ㄱ,ᅮ,(none),g,u,(none),,(01) ア行,(05) オ(o),(02) ウ (u),(02) ㄱ(g),(09) ᅮ(u),(01) (none)
押,オウ,オ-ウ,-o-u,압,ㅇᅡㅂ,-a-b,オ,ウ,(none),o,u,ㅇ,ᅡ,ㅂ,(none),a,b,あふ,(01) ア行,(05) オ(o),(02) ウ (u),(01) ㅇ,(03) ᅡ(a),(03) ㅂ (b)
央,オウ,オ-ウ,-o-u,앙,ㅇᅡㅇ,-a-ng,オ,ウ,(none),o,u,ㅇ,ᅡ,ㅇ,(none),a,ng,あう,(01) ア行,(05) オ(o),(02) ウ (u),(01) ㅇ,(03) ᅡ(a),(02) ㅇ (ng)
応,オウ,オ-ウ,-o-u,응,ㅇᅳㅇ,-eu-ng,オ,ウ,(none),o,u,ㅇ,ᅳ,ㅇ,(none),eu,ng,,(01) ア行,(05) オ(o),(02) ウ (u),(01) ㅇ,(08) ᅳ(eu),(02) ㅇ (ng)
汪,オウ,オ-ウ,-o-u,왕,ㅇᅪㅇ,-wa-ng,オ,ウ,(none),o,u,ㅇ,ᅪ,ㅇ,(none),wa,ng,,(01) ア行,(05) オ(o),(02) ウ (u),(01) ㅇ,(04) ᅪ(wa),(02) ㅇ (ng)
王,オウ,オ-ウ,-o-u,왕,ㅇᅪㅇ,-wa-ng,オ,ウ,(none),o,u,ㅇ,ᅪ,ㅇ,(none),wa,ng,わう,(01) ア行,(05) オ(o),(02) ウ (u),(01) ㅇ,(04) ᅪ(wa),(02) ㅇ (ng)
横,オウ,オ-ウ,-o-u,횡,ㅎᅬㅇ,h-oe-ng,オ,ウ,(none),o,u,ㅎ,ᅬ,ㅇ,h,oe,ng,わう,(01) ア行,(05) オ(o),(02) ウ (u),(03) ㅎ(h),(02) ᅬ(oe),(02) ㅇ (ng)
凰,オウ,オ-ウ,-o-u,황,ㅎᅪㅇ,h-wa-ng,オ,ウ,(none),o,u,ㅎ,ᅪ,ㅇ,h,wa,ng,わう,(01) ア行,(05) オ(o),(02) ウ (u),(03) ㅎ(h),(04) ᅪ(wa),(02) ㅇ (ng)
皇,オウ,オ-ウ,-o-u,황,ㅎᅪㅇ,h-wa-ng,オ,ウ,(none),o,u,ㅎ,ᅪ,ㅇ,h,wa,ng,わう,(01) ア行,(05) オ(o),(02) ウ (u),(03) ㅎ(h),(04) ᅪ(wa),(02) ㅇ (ng)
黄,オウ,オ-ウ,-o-u,황,ㅎᅪㅇ,h-wa-ng,オ,ウ,(none),o,u,ㅎ,ᅪ,ㅇ,h,wa,ng,わう,(01) ア行,(05) オ(o),(02) ウ (u),(03) ㅎ(h),(04) ᅪ(wa),(02) ㅇ (ng)
蘊,ウン,ウ-ン,-u-n,온,ㅇᅩㄴ,-o-n,ウ,ン,(none),u,n,ㅇ,ᅩ,ㄴ,(none),o,n,,(01) ア行,(07) ウ(u),(04) ン (n),(01) ㅇ,(05) ᅩ(o),(04) ㄴ (n)
運,ウン,ウ-ン,-u-n,운,ㅇᅮㄴ,-u-n,ウ,ン,(none),u,n,ㅇ,ᅮ,ㄴ,(none),u,n,,(01) ア行,(07) ウ(u),(04) ン (n),(01) ㅇ,(09) ᅮ(u),(04) ㄴ (n)
雲,ウン,ウ-ン,-u-n,운,ㅇᅮㄴ,-u-n,ウ,ン,(none),u,n,ㅇ,ᅮ,ㄴ,(none),u,n,,(01) ア行,(07) ウ(u),(04) ン (n),(01) ㅇ,(09) ᅮ(u),(04) ㄴ (n)
約,ヤク,ヤ-ク,-ya-ku,약,ㅇᅣㄱ,-ya-k,ヤ,ク,(none),ya,ku,ㅇ,ᅣ,ㄱ,(none),ya,k,,(01) ア行,(03) ヤ(ya),(05) ク (ku),(01) ㅇ,(12) ᅣ(ya),(06) ㄱ (k)
薬,ヤク,ヤ-ク,-ya-ku,약,ㅇᅣㄱ,-ya-k,ヤ,ク,(none),ya,ku,ㅇ,ᅣ,ㄱ,(none),ya,k,,(01) ア行,(03) ヤ(ya),(05) ク (ku),(01) ㅇ,(12) ᅣ(ya),(06) ㄱ (k)
役,ヤク,ヤ-ク,-ya-ku,역,ㅇᅧㄱ,-yeo-k,ヤ,ク,(none),ya,ku,ㅇ,ᅧ,ㄱ,(none),yeo,k,,(01) ア行,(03) ヤ(ya),(05) ク (ku),(01) ㅇ,(13) ᅧ(yeo),(06) ㄱ (k)
訳,ヤク,ヤ-ク,-ya-ku,역,ㅇᅧㄱ,-yeo-k,ヤ,ク,(none),ya,ku,ㅇ,ᅧ,ㄱ,(none),yeo,k,,(01) ア行,(03) ヤ(ya),(05) ク (ku),(01) ㅇ,(13) ᅧ(yeo),(06) ㄱ (k)
壌,ヤン,ヤ-ン,-ya-n,양,ㅇᅣㅇ,-ya-ng,ヤ,ン,(none),ya,n,ㅇ,ᅣ,ㅇ,(none),ya,ng,じやう,(01) ア行,(03) ヤ(ya),(04) ン (n),(01) ㅇ,(12) ᅣ(ya),(02) ㅇ (ng)
薬,ヤッ,ヤ-ッ,-ya-xtu,약,ㅇᅣㄱ,-ya-k,ヤ,ッ,(none),ya,xtu,ㅇ,ᅣ,ㄱ,(none),ya,k,,(01) ア行,(03) ヤ(ya),(08) ッ (xtu),(01) ㅇ,(12) ᅣ(ya),(06) ㄱ (k)
抑,ヨク,ヨ-ク,-yo-ku,억,ㅇᅥㄱ,-eo-k,ヨ,ク,(none),yo,ku,ㅇ,ᅥ,ㄱ,(none),eo,k,,(01) ア行,(06) ヨ(yo),(05) ク (ku),(01) ㅇ,(11) ᅥ(eo),(06) ㄱ (k)
翼,ヨク,ヨ-ク,-yo-ku,익,ㅇᅵㄱ,-i-k,ヨ,ク,(none),yo,ku,ㅇ,ᅵ,ㄱ,(none),i,k,,(01) ア行,(06) ヨ(yo),(05) ク (ku),(01) ㅇ,(16) ᅵ(i),(06) ㄱ (k)
欲,ヨク,ヨ-ク,-yo-ku,욕,ㅇᅭㄱ,-yo-k,ヨ,ク,(none),yo,ku,ㅇ,ᅭ,ㄱ,(none),yo,k,,(01) ア行,(06) ヨ(yo),(05) ク (ku),(01) ㅇ,(07) ᅭ(yo),(06) ㄱ (k)
浴,ヨク,ヨ-ク,-yo-ku,욕,ㅇᅭㄱ,-yo-k,ヨ,ク,(none),yo,ku,ㅇ,ᅭ,ㄱ,(none),yo,k,,(01) ア行,(06) ヨ(yo),(05) ク (ku),(01) ㅇ,(07) ᅭ(yo),(06) ㄱ (k)
延,ヨン,ヨ-ン,-yo-n,연,ㅇᅧㄴ,-yeo-n,ヨ,ン,(none),yo,n,ㅇ,ᅧ,ㄴ,(none),yeo,n,,(01) ア行,(06) ヨ(yo),(04) ン (n),(01) ㅇ,(13) ᅧ(yeo),(04) ㄴ (n)
永,ヨン,ヨ-ン,-yo-n,영,ㅇᅧㅇ,-yeo-ng,ヨ,ン,(none),yo,n,ㅇ,ᅧ,ㅇ,(none),yeo,ng,,(01) ア行,(06) ヨ(yo),(04) ン (n),(01) ㅇ,(13) ᅧ(yeo),(02) ㅇ (ng)
妖,ヨウ,ヨ-ウ,-yo-u,요,ㅇᅭ,-yo-,ヨ,ウ,(none),yo,u,ㅇ,ᅭ,(none),(none),yo,(none),えう,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(07) ᅭ(yo),(01) (none)
拗,ヨウ,ヨ-ウ,-yo-u,요,ㅇᅭ,-yo-,ヨ,ウ,(none),yo,u,ㅇ,ᅭ,(none),(none),yo,(none),えう,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(07) ᅭ(yo),(01) (none)
曜,ヨウ,ヨ-ウ,-yo-u,요,ㅇᅭ,-yo-,ヨ,ウ,(none),yo,u,ㅇ,ᅭ,(none),(none),yo,(none),えう,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(07) ᅭ(yo),(01) (none)
要,ヨウ,ヨ-ウ,-yo-u,요,ㅇᅭ,-yo-,ヨ,ウ,(none),yo,u,ㅇ,ᅭ,(none),(none),yo,(none),えう,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(07) ᅭ(yo),(01) (none)
謡,ヨウ,ヨ-ウ,-yo-u,요,ㅇᅭ,-yo-,ヨ,ウ,(none),yo,u,ㅇ,ᅭ,(none),(none),yo,(none),えう,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(07) ᅭ(yo),(01) (none)
幼,ヨウ,ヨ-ウ,-yo-u,유,ㅇᅲ,-yu-,ヨ,ウ,(none),yo,u,ㅇ,ᅲ,(none),(none),yu,(none),えう,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(10) ᅲ(yu),(01) (none)
揚,ヨウ,ヨ-ウ,-yo-u,양,ㅇᅣㅇ,-ya-ng,ヨ,ウ,(none),yo,u,ㅇ,ᅣ,ㅇ,(none),ya,ng,やう,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(12) ᅣ(ya),(02) ㅇ (ng)
楊,ヨウ,ヨ-ウ,-yo-u,양,ㅇᅣㅇ,-ya-ng,ヨ,ウ,(none),yo,u,ㅇ,ᅣ,ㅇ,(none),ya,ng,やう,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(12) ᅣ(ya),(02) ㅇ (ng)
様,ヨウ,ヨ-ウ,-yo-u,양,ㅇᅣㅇ,-ya-ng,ヨ,ウ,(none),yo,u,ㅇ,ᅣ,ㅇ,(none),ya,ng,やう,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(12) ᅣ(ya),(02) ㅇ (ng)
洋,ヨウ,ヨ-ウ,-yo-u,양,ㅇᅣㅇ,-ya-ng,ヨ,ウ,(none),yo,u,ㅇ,ᅣ,ㅇ,(none),ya,ng,やう,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(12) ᅣ(ya),(02) ㅇ (ng)
瘍,ヨウ,ヨ-ウ,-yo-u,양,ㅇᅣㅇ,-ya-ng,ヨ,ウ,(none),yo,u,ㅇ,ᅣ,ㅇ,(none),ya,ng,やう,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(12) ᅣ(ya),(02) ㅇ (ng)
羊,ヨウ,ヨ-ウ,-yo-u,양,ㅇᅣㅇ,-ya-ng,ヨ,ウ,(none),yo,u,ㅇ,ᅣ,ㅇ,(none),ya,ng,やう,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(12) ᅣ(ya),(02) ㅇ (ng)
陽,ヨウ,ヨ-ウ,-yo-u,양,ㅇᅣㅇ,-ya-ng,ヨ,ウ,(none),yo,u,ㅇ,ᅣ,ㅇ,(none),ya,ng,やう,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(12) ᅣ(ya),(02) ㅇ (ng)
養,ヨウ,ヨ-ウ,-yo-u,양,ㅇᅣㅇ,-ya-ng,ヨ,ウ,(none),yo,u,ㅇ,ᅣ,ㅇ,(none),ya,ng,やう,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(12) ᅣ(ya),(02) ㅇ (ng)
葉,ヨウ,ヨ-ウ,-yo-u,엽,ㅇᅧㅂ,-yeo-b,ヨ,ウ,(none),yo,u,ㅇ,ᅧ,ㅂ,(none),yeo,b,えふ,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(13) ᅧ(yeo),(03) ㅂ (b)
傭,ヨウ,ヨ-ウ,-yo-u,용,ㅇᅭㅇ,-yo-ng,ヨ,ウ,(none),yo,u,ㅇ,ᅭ,ㅇ,(none),yo,ng,,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(07) ᅭ(yo),(02) ㅇ (ng)
容,ヨウ,ヨ-ウ,-yo-u,용,ㅇᅭㅇ,-yo-ng,ヨ,ウ,(none),yo,u,ㅇ,ᅭ,ㅇ,(none),yo,ng,,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(07) ᅭ(yo),(02) ㅇ (ng)
庸,ヨウ,ヨ-ウ,-yo-u,용,ㅇᅭㅇ,-yo-ng,ヨ,ウ,(none),yo,u,ㅇ,ᅭ,ㅇ,(none),yo,ng,,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(07) ᅭ(yo),(02) ㅇ (ng)
溶,ヨウ,ヨ-ウ,-yo-u,용,ㅇᅭㅇ,-yo-ng,ヨ,ウ,(none),yo,u,ㅇ,ᅭ,ㅇ,(none),yo,ng,,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(07) ᅭ(yo),(02) ㅇ (ng)
用,ヨウ,ヨ-ウ,-yo-u,용,ㅇᅭㅇ,-yo-ng,ヨ,ウ,(none),yo,u,ㅇ,ᅭ,ㅇ,(none),yo,ng,,(01) ア行,(06) ヨ(yo),(02) ウ (u),(01) ㅇ,(07) ᅭ(yo),(02) ㅇ (ng)
唯,ユイ,ユ-イ,-yu-i,유,ㅇᅲ,-yu-,ユ,イ,(none),yu,i,ㅇ,ᅲ,(none),(none),yu,(none),ゐ,(01) ア行,(08) ユ(yu),(03) イ (i),(01) ㅇ,(10) ᅲ(yu),(01) (none)
遺,ユイ,ユ-イ,-yu-i,유,ㅇᅲ,-yu-,ユ,イ,(none),yu,i,ㅇ,ᅲ,(none),(none),yu,(none),ゐ,(01) ア行,(08) ユ(yu),(03) イ (i),(01) ㅇ,(10) ᅲ(yu),(01) (none)
優,ユウ,ユ-ウ,-yu-u,우,ㅇᅮ,-u-,ユ,ウ,(none),yu,u,ㅇ,ᅮ,(none),(none),u,(none),いう,(01) ア行,(08) ユ(yu),(02) ウ (u),(01) ㅇ,(09) ᅮ(u),(01) (none)
友,ユウ,ユ-ウ,-yu-u,우,ㅇᅮ,-u-,ユ,ウ,(none),yu,u,ㅇ,ᅮ,(none),(none),u,(none),いう,(01) ア行,(08) ユ(yu),(02) ウ (u),(01) ㅇ,(09) ᅮ(u),(01) (none)
郵,ユウ,ユ-ウ,-yu-u,우,ㅇᅮ,-u-,ユ,ウ,(none),yu,u,ㅇ,ᅮ,(none),(none),u,(none),いう,(01) ア行,(08) ユ(yu),(02) ウ (u),(01) ㅇ,(09) ᅮ(u),(01) (none)
裕,ユウ,ユ-ウ,-yu-u,유,ㅇᅲ,-yu-,ユ,ウ,(none),yu,u,ㅇ,ᅲ,(none),(none),yu,(none),,(01) ア行,(08) ユ(yu),(02) ウ (u),(01) ㅇ,(10) ᅲ(yu),(01) (none)
幽,ユウ,ユ-ウ,-yu-u,유,ㅇᅲ,-yu-,ユ,ウ,(none),yu,u,ㅇ,ᅲ,(none),(none),yu,(none),いう,(01) ア行,(08) ユ(yu),(02) ウ (u),(01) ㅇ,(10) ᅲ(yu),(01) (none)
悠,ユウ,ユ-ウ,-yu-u,유,ㅇᅲ,-yu-,ユ,ウ,(none),yu,u,ㅇ,ᅲ,(none),(none),yu,(none),いう,(01) ア行,(08) ユ(yu),(02) ウ (u),(01) ㅇ,(10) ᅲ(yu),(01) (none)
有,ユウ,ユ-ウ,-yu-u,유,ㅇᅲ,-yu-,ユ,ウ,(none),yu,u,ㅇ,ᅲ,(none),(none),yu,(none),いう,(01) ア行,(08) ユ(yu),(02) ウ (u),(01) ㅇ,(10) ᅲ(yu),(01) (none)
由,ユウ,ユ-ウ,-yu-u,유,ㅇᅲ,-yu-,ユ,ウ,(none),yu,u,ㅇ,ᅲ,(none),(none),yu,(none),いう,(01) ア行,(08) ユ(yu),(02) ウ (u),(01) ㅇ,(10) ᅲ(yu),(01) (none)
誘,ユウ,ユ-ウ,-yu-u,유,ㅇᅲ,-yu-,ユ,ウ,(none),yu,u,ㅇ,ᅲ,(none),(none),yu,(none),いう,(01) ア行,(08) ユ(yu),(02) ウ (u),(01) ㅇ,(10) ᅲ(yu),(01) (none)
遊,ユウ,ユ-ウ,-yu-u,유,ㅇᅲ,-yu-,ユ,ウ,(none),yu,u,ㅇ,ᅲ,(none),(none),yu,(none),いう,(01) ア行,(08) ユ(yu),(02) ウ (u),(01) ㅇ,(10) ᅲ(yu),(01) (none)
雄,ユウ,ユ-ウ,-yu-u,웅,ㅇᅮㅇ,-u-ng,ユ,ウ,(none),yu,u,ㅇ,ᅮ,ㅇ,(none),u,ng,,(01) ア行,(08) ユ(yu),(02) ウ (u),(01) ㅇ,(09) ᅮ(u),(02) ㅇ (ng)
勇,ユウ,ユ-ウ,-yu-u,용,ㅇᅭㅇ,-yo-ng,ユ,ウ,(none),yu,u,ㅇ,ᅭ,ㅇ,(none),yo,ng,,(01) ア行,(08) ユ(yu),(02) ウ (u),(01) ㅇ,(07) ᅭ(yo),(02) ㅇ (ng)
融,ユウ,ユ-ウ,-yu-u,융,ㅇᅲㅇ,-yu-ng,ユ,ウ,(none),yu,u,ㅇ,ᅲ,ㅇ,(none),yu,ng,,(01) ア行,(08) ユ(yu),(02) ウ (u),(01) ㅇ,(10) ᅲ(yu),(02) ㅇ (ng)
倍,バイ,バ-イ,b-a-i,배,ㅂᅢ,b-ae-,バ,イ,b,ai,(none),ㅂ,ᅢ,(none),b,ae,(none),,(11) バ行(b),(01) アイ(ai),(01) (none),(12) ㅂ(b),(01) ᅢ(ae),(01) (none)
培,バイ,バ-イ,b-a-i,배,ㅂᅢ,b-ae-,バ,イ,b,ai,(none),ㅂ,ᅢ,(none),b,ae,(none),,(11) バ行(b),(01) アイ(ai),(01) (none),(12) ㅂ(b),(01) ᅢ(ae),(01) (none)
売,バイ,バ-イ,b-a-i,매,ㅁᅢ,m-ae-,バ,イ,b,ai,(none),ㅁ,ᅢ,(none),m,ae,(none),,(11) バ行(b),(01) アイ(ai),(01) (none),(13) ㅁ(m),(01) ᅢ(ae),(01) (none)
媒,バイ,バ-イ,b-a-i,매,ㅁᅢ,m-ae-,バ,イ,b,ai,(none),ㅁ,ᅢ,(none),m,ae,(none),,(11) バ行(b),(01) アイ(ai),(01) (none),(13) ㅁ(m),(01) ᅢ(ae),(01) (none)
買,バイ,バ-イ,b-a-i,매,ㅁᅢ,m-ae-,バ,イ,b,ai,(none),ㅁ,ᅢ,(none),m,ae,(none),,(11) バ行(b),(01) アイ(ai),(01) (none),(13) ㅁ(m),(01) ᅢ(ae),(01) (none)
博,バク,バ-ク,b-a-ku,박,ㅂᅡㄱ,b-a-k,バ,ク,b,a,ku,ㅂ,ᅡ,ㄱ,b,a,k,,(11) バ行(b),(02) ア(a),(05) ク (ku),(12) ㅂ(b),(03) ᅡ(a),(06) ㄱ (k)
幕,バク,バ-ク,b-a-ku,막,ㅁᅡㄱ,m-a-k,バ,ク,b,a,ku,ㅁ,ᅡ,ㄱ,m,a,k,,(11) バ行(b),(02) ア(a),(05) ク (ku),(13) ㅁ(m),(03) ᅡ(a),(06) ㄱ (k)
漠,バク,バ-ク,b-a-ku,막,ㅁᅡㄱ,m-a-k,バ,ク,b,a,ku,ㅁ,ᅡ,ㄱ,m,a,k,,(11) バ行(b),(02) ア(a),(05) ク (ku),(13) ㅁ(m),(03) ᅡ(a),(06) ㄱ (k)
爆,バク,バ-ク,b-a-ku,폭,ㅍᅩㄱ,p-o-k,バ,ク,b,a,ku,ㅍ,ᅩ,ㄱ,p,o,k,,(11) バ行(b),(02) ア(a),(05) ク (ku),(14) ㅍ(p),(05) ᅩ(o),(06) ㄱ (k)
伴,バン,バ-ン,b-a-n,반,ㅂᅡㄴ,b-a-n,バ,ン,b,a,n,ㅂ,ᅡ,ㄴ,b,a,n,,(11) バ行(b),(02) ア(a),(04) ン (n),(12) ㅂ(b),(03) ᅡ(a),(04) ㄴ (n)
盤,バン,バ-ン,b-a-n,반,ㅂᅡㄴ,b-a-n,バ,ン,b,a,n,ㅂ,ᅡ,ㄴ,b,a,n,,(11) バ行(b),(02) ア(a),(04) ン (n),(12) ㅂ(b),(03) ᅡ(a),(04) ㄴ (n)
絆,バン,バ-ン,b-a-n,반,ㅂᅡㄴ,b-a-n,バ,ン,b,a,n,ㅂ,ᅡ,ㄴ,b,a,n,,(11) バ行(b),(02) ア(a),(04) ン (n),(12) ㅂ(b),(03) ᅡ(a),(04) ㄴ (n)
番,バン,バ-ン,b-a-n,번,ㅂᅥㄴ,b-eo-n,バ,ン,b,a,n,ㅂ,ᅥ,ㄴ,b,eo,n,,(11) バ行(b),(02) ア(a),(04) ン (n),(12) ㅂ(b),(11) ᅥ(eo),(04) ㄴ (n)
万,バン,バ-ン,b-a-n,만,ㅁᅡㄴ,m-a-n,バ,ン,b,a,n,ㅁ,ᅡ,ㄴ,m,a,n,,(11) バ行(b),(02) ア(a),(04) ン (n),(13) ㅁ(m),(03) ᅡ(a),(04) ㄴ (n)
蛮,バン,バ-ン,b-a-n,만,ㅁᅡㄴ,m-a-n,バ,ン,b,a,n,ㅁ,ᅡ,ㄴ,m,a,n,,(11) バ行(b),(02) ア(a),(04) ン (n),(13) ㅁ(m),(03) ᅡ(a),(04) ㄴ (n)
判,バン,バ-ン,b-a-n,판,ㅍᅡㄴ,p-a-n,バ,ン,b,a,n,ㅍ,ᅡ,ㄴ,p,a,n,,(11) バ行(b),(02) ア(a),(04) ン (n),(14) ㅍ(p),(03) ᅡ(a),(04) ㄴ (n)
板,バン,バ-ン,b-a-n,판,ㅍᅡㄴ,p-a-n,バ,ン,b,a,n,ㅍ,ᅡ,ㄴ,p,a,n,,(11) バ行(b),(02) ア(a),(04) ン (n),(14) ㅍ(p),(03) ᅡ(a),(04) ㄴ (n)
版,バン,バ-ン,b-a-n,판,ㅍᅡㄴ,p-a-n,バ,ン,b,a,n,ㅍ,ᅡ,ㄴ,p,a,n,,(11) バ行(b),(02) ア(a),(04) ン (n),(14) ㅍ(p),(03) ᅡ(a),(04) ㄴ (n)
抜,バツ,バ-ツ,b-a-tu,발,ㅂᅡㄹ,b-a-l,バ,ツ,b,a,tu,ㅂ,ᅡ,ㄹ,b,a,l,,(11) バ行(b),(02) ア(a),(07) ツ (tu),(12) ㅂ(b),(03) ᅡ(a),(07) ㄹ (l)
伐,バツ,バ-ツ,b-a-tu,벌,ㅂᅥㄹ,b-eo-l,バ,ツ,b,a,tu,ㅂ,ᅥ,ㄹ,b,eo,l,,(11) バ行(b),(02) ア(a),(07) ツ (tu),(12) ㅂ(b),(11) ᅥ(eo),(07) ㄹ (l)
罰,バツ,バ-ツ,b-a-tu,벌,ㅂᅥㄹ,b-eo-l,バ,ツ,b,a,tu,ㅂ,ᅥ,ㄹ,b,eo,l,,(11) バ行(b),(02) ア(a),(07) ツ (tu),(12) ㅂ(b),(11) ᅥ(eo),(07) ㄹ (l)
閥,バツ,バ-ツ,b-a-tu,벌,ㅂᅥㄹ,b-eo-l,バ,ツ,b,a,tu,ㅂ,ᅥ,ㄹ,b,eo,l,,(11) バ行(b),(02) ア(a),(07) ツ (tu),(12) ㅂ(b),(11) ᅥ(eo),(07) ㄹ (l)
米,ベイ,ベ-イ,b-e-i,미,ㅁᅵ,m-i-,ベ,イ,b,e,i,ㅁ,ᅵ,(none),m,i,(none),,(11) バ行(b),(09) エ(e),(03) イ (i),(13) ㅁ(m),(16) ᅵ(i),(01) (none)
弁,ベン,ベ-ン,b-e-n,변,ㅂᅧㄴ,b-yeo-n,ベ,ン,b,e,n,ㅂ,ᅧ,ㄴ,b,yeo,n,,(11) バ行(b),(09) エ(e),(04) ン (n),(12) ㅂ(b),(13) ᅧ(yeo),(04) ㄴ (n)
別,ベツ,ベ-ツ,b-e-tu,별,ㅂᅧㄹ,b-yeo-l,ベ,ツ,b,e,tu,ㅂ,ᅧ,ㄹ,b,yeo,l,,(11) バ行(b),(09) エ(e),(07) ツ (tu),(12) ㅂ(b),(13) ᅧ(yeo),(07) ㄹ (l)
